HYBAS_ID,area,DIST_MAIN
1050041000,39228.9,0.0
1050041020,54919.2,0.0
1050041030,16308.2,0.0
1050041040,48737.5,0.0
1050041050,15514.9,0.0
1050041070,20232.3,0.0
1050041080,17431.8,0.0
1050041090,14815.6,0.0
1050041100,27641.2,0.0
1050041110,39688.1,0.0
1050041140,16883.3,0.0
1050041150,18290.3,0.0
1050041170,19878.4,0.0
1050041180,28590.3,0.0
1050041200,22189.1,0.0
1050041210,15288.8,0.0
1050041230,13569.3,0.0
1050041240,28658.6,0.0
1050041270,27095.2,0.0
1050041290,12871.7,0.0
1050041300,15210.4,0.0
1050041310,74525.3,0.0
1050041330,38674.2,0.0
1050041370,21551.8,0.0
1050041380,23808.5,0.0
1050041410,17680.0,0.0
1050041430,87466.4,0.0
1050041450,37649.4,0.0
1050041470,15322.5,0.0
1050041490,27839.0,0.0
1050041510,24966.0,0.0
1050041520,18282.4,0.0
1050041530,20312.1,0.0
1050041540,31120.6,0.0
1050041550,29844.2,0.0
1050041560,29634.8,0.0
1050041570,34454.7,0.0
1050041580,29281.2,0.0
1050041590,26114.3,640.1
1050041620,38498.9,1.0
1050041630,15269.8,0.0
1050041640,13156.5,0.0
1050041650,15701.5,0.0
1050041660,46544.7,0.0
1050041690,26695.6,0.0
1050041710,24007.1,0.0
1050041740,35347.5,0.0
1050041760,34136.8,0.0
1050041770,8783.3,0.0
1050041790,21767.0,0.0
1050041800,14934.4,0.0
1050041820,14275.0,0.0
1050041850,9554.2,0.0
1050041860,13550.2,0.0
1050041870,8433.9,0.0
1050041880,27007.0,0.0
1050041900,33947.0,0.0
1050041910,16608.1,0.0
1050041970,9550.4,0.0
1050041990,16446.0,0.0
1050042010,22964.2,0.0
1050042020,17959.7,0.0
1050042040,7730.4,0.0
1050042050,26117.6,0.0
1050042060,78489.2,0.0
1050042070,10439.7,0.0
1050042080,17134.9,0.0
1050042090,14125.9,0.0
1050042100,15641.6,0.0
1050042150,59273.0,0.0
1050042160,12088.6,0.0
1050042190,14686.6,0.0
1050042230,12959.3,0.0
1050042240,15879.3,0.0
1050042260,27642.8,0.0
1050042340,36156.7,0.0
1050042350,14937.2,0.0
1050042410,74862.8,0.0
1050042420,26602.6,0.0
1050042490,10168.5,0.0
1050042500,17606.4,0.0
1050042550,18846.4,0.0
1050042590,7625.5,0.0
1050042600,6188.7,0.0
1050042610,9247.7,0.0
1050042660,6115.4,0.0
1050042670,32863.1,0.0
1050042690,16842.1,0.0
1050042700,16346.5,0.0
1050042750,5788.5,147.2
1050042790,33838.9,0.0
1050042820,18185.3,0.0
1050042830,17769.3,0.0
1050042840,14632.8,0.0
1050042860,13103.3,0.0
1050042900,14387.4,0.0
1050042910,24241.9,0.0
1050042920,8757.6,0.0
1050042940,11918.3,0.0
1050042970,14758.0,0.0
1050042980,19003.8,0.0
1050043030,7759.2,0.0
1050043060,5313.0,0.0
1050043070,13726.3,0.0
1050043090,21934.0,0.0
1050043160,13750.0,0.0
1050043250,25196.4,0.0
1050043290,9243.4,0.0
1050043300,35379.5,0.0
1050043330,5433.7,0.0
1050043350,12611.0,0.0
1050043370,44212.8,0.0
1050043380,17359.9,0.0
1050043420,30150.6,0.0
1050043490,16839.5,0.0
1050043540,14324.8,0.0
1050043570,9937.6,0.0
1050043580,6474.8,0.0
1050043700,11714.3,0.0
1050043720,9810.2,0.0
1050043890,15091.6,0.0
1050044010,12751.8,0.0
